Date,Open,High,Low,Close,Adj Close,Volume
2015-10-16,27.945000,28.000000,27.632500,27.760000,25.452316,156930400
2015-10-19,27.700001,27.937500,27.527500,27.932501,25.610470,119036800
2015-10-20,27.834999,28.542500,27.705000,28.442499,26.078081,195871200
2015-10-21,28.500000,28.895000,28.424999,28.440001,26.075792,167180800
2015-10-22,28.582500,28.875000,28.525000,28.875000,26.474627,166616400
2015-10-23,29.174999,29.807501,29.082500,29.770000,27.295225,237467600
2015-10-26,29.520000,29.532499,28.730000,28.820000,26.424204,265335200
2015-10-27,28.850000,29.135000,28.497499,28.637501,26.256870,279537600
2015-10-28,29.232500,29.825001,29.014999,29.817499,27.338779,342205600
2015-10-29,29.674999,30.172501,29.567499,30.132500,27.627590,204909200
2015-10-30,30.247499,30.305000,29.862499,29.875000,27.391500,197461200
2015-11-02,30.200001,30.340000,29.902500,30.295000,27.776585,128813200
2015-11-03,30.197500,30.872499,30.174999,30.642500,28.095192,182076000
2015-11-04,30.782499,30.955000,30.405001,30.500000,27.964542,179544400
2015-11-05,30.462500,30.672501,30.045000,30.230000,27.835630,158210800
2015-11-06,30.277500,30.452499,30.155001,30.264999,27.867861,132169200
2015-11-09,30.240000,30.452499,30.012501,30.142500,27.755064,135485600
2015-11-10,29.225000,29.517500,29.014999,29.192499,26.880304,236511600
2015-11-11,29.092501,29.355000,28.802500,29.027500,26.728376,180872000
2015-11-12,29.065001,29.205000,28.912500,28.930000,26.638594,130102400
2015-11-13,28.799999,28.892500,28.067499,28.084999,25.860525,183249600
2015-11-16,27.844999,28.559999,27.750000,28.545000,26.284090,152426800
2015-11-17,28.730000,28.762501,28.330000,28.422501,26.171301,110467600
2015-11-18,28.940001,29.372499,28.875000,29.322500,27.000010,186698800
2015-11-19,29.410000,29.937500,29.190001,29.695000,27.343006,173183200
2015-11-20,29.799999,29.980000,29.712500,29.825001,27.462706,137148400
2015-11-23,29.817499,29.932501,29.334999,29.437500,27.105900,129930000
2015-11-24,29.332500,29.837500,29.280001,29.719999,27.366030,171212800
2015-11-25,29.802500,29.807501,29.480000,29.507500,27.170355,85553200
2015-11-27,29.572500,29.602501,29.400000,29.452499,27.119713,52185600
2015-11-30,29.497499,29.852501,29.437500,29.575001,27.232508,156721200
2015-12-01,29.687500,29.702499,29.215000,29.334999,27.011518,139409600
2015-12-02,29.334999,29.527500,29.020000,29.070000,26.767508,133546400
2015-12-03,29.137501,29.197500,28.555000,28.799999,26.518892,166278000
2015-12-04,28.822500,29.812500,28.777500,29.757500,27.400555,231108000
2015-12-07,29.745001,29.965000,29.452499,29.570000,27.227907,128336800
2015-12-08,29.379999,29.650000,29.215000,29.557501,27.216396,137238000
2015-12-09,29.410000,29.422501,28.770000,28.905001,26.615580,185445600
2015-12-10,29.010000,29.235001,28.877501,29.042500,26.742191,116850800
2015-12-11,28.797501,28.847500,28.212500,28.295000,26.053892,187544800
2015-12-14,28.045000,28.170000,27.447500,28.120001,25.892750,257274800
2015-12-15,27.985001,28.200001,27.587500,27.622499,25.434650,213292400
2015-12-16,27.767500,27.997499,27.200001,27.834999,25.630325,224954000
2015-12-17,28.004999,28.062500,27.245001,27.245001,25.087055,179091200
2015-12-18,27.227501,27.379999,26.452499,26.507500,24.407972,385813200
2015-12-21,26.820000,26.842501,26.392500,26.832500,24.707233,190362400
2015-12-22,26.850000,26.930000,26.612499,26.807501,24.684212,131157600
2015-12-23,26.817499,27.212500,26.799999,27.152500,25.001888,130629600
2015-12-24,27.250000,27.250000,26.987499,27.007500,24.868368,54281600
2015-12-28,26.897499,26.922501,26.545000,26.705000,24.589828,106816800
2015-12-29,26.740000,27.357500,26.715000,27.184999,25.031807,123724800
2015-12-30,27.145000,27.174999,26.795000,26.830000,24.704926,100855200
2015-12-31,26.752501,26.757500,26.205000,26.315001,24.230724,163649200
2016-01-04,25.652500,26.342501,25.500000,26.337500,24.251436,270597600
2016-01-05,26.437500,26.462500,25.602501,25.677500,23.643713,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.181009,273829600
2016-01-07,24.670000,25.032499,24.107500,24.112499,22.202667,324377600
2016-01-08,24.637501,24.777500,24.190001,24.240000,22.320065,283192000
2016-01-11,24.742500,24.764999,24.334999,24.632500,22.681482,198957600
2016-01-12,25.137501,25.172501,24.709999,24.990000,23.010668,196616800
2016-01-13,25.080000,25.297501,24.325001,24.347500,22.419056,249758400
2016-01-14,24.490000,25.120001,23.934999,24.879999,22.909380,252680400
2016-01-15,24.049999,24.427500,23.840000,24.282499,22.359198,319335600
2016-01-19,24.602501,24.662500,23.875000,24.165001,22.251013,212350800
2016-01-20,23.775000,24.547501,23.355000,24.197500,22.280933,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.168139,208646000
2016-01-22,24.657499,25.365000,24.592501,25.355000,23.346752,263202000
2016-01-25,25.379999,25.382500,24.802500,24.860001,22.890963,207178000
2016-01-26,24.982500,25.219999,24.517500,24.997499,23.017572,300308000
2016-01-27,24.010000,24.157499,23.334999,23.355000,21.505167,533478800
2016-01-28,23.447500,23.629999,23.097500,23.522499,21.659395,222715200
2016-01-29,23.697500,24.334999,23.587500,24.334999,22.407545,257666000
2016-02-01,24.117500,24.177500,23.850000,24.107500,22.198065,163774000
2016-02-02,23.855000,24.010000,23.570000,23.620001,21.749174,149428800
2016-02-03,23.750000,24.209999,23.520000,24.087500,22.179649,183857200
2016-02-04,23.965000,24.332500,23.797501,24.150000,22.357859,185886800
2016-02-05,24.129999,24.230000,23.422501,23.504999,21.760727,185672400
2016-02-08,23.282499,23.924999,23.260000,23.752501,21.989857,216085600
2016-02-09,23.572500,23.985001,23.482500,23.747499,21.985229,177324800
2016-02-10,23.980000,24.087500,23.525000,23.567499,21.818586,169374400
2016-02-11,23.447500,23.680000,23.147499,23.424999,21.686659,200298800
2016-02-12,23.547501,23.625000,23.252501,23.497499,21.753780,161405600
2016-02-16,23.754999,24.212500,23.652500,24.160000,22.367121,196231600
2016-02-17,24.167500,24.552500,24.037500,24.530001,22.709663,179452800
2016-02-18,24.709999,24.722500,24.022499,24.065001,22.279171,156084000
2016-02-19,24.000000,24.190001,23.950001,24.010000,22.228254,141496800
2016-02-22,24.077499,24.225000,23.980000,24.219999,22.422667,137123200
2016-02-23,24.100000,24.125000,23.637501,23.672501,21.915794,127770400
2016-02-24,23.495001,24.094999,23.330000,24.025000,22.242134,145022800
2016-02-25,24.012501,24.190001,23.812500,24.190001,22.394890,110330800
2016-02-26,24.299999,24.504999,24.145000,24.227501,22.429611,115964400
2016-02-29,24.215000,24.557501,24.162500,24.172501,22.378691,140865200
2016-03-01,24.412500,25.192499,24.355000,25.132500,23.267450,201628400
2016-03-02,25.127501,25.222500,24.910000,25.187500,23.318369,132678400
2016-03-03,25.145000,25.427500,25.112499,25.375000,23.491955,147822800
2016-03-04,25.592501,25.937500,25.342501,25.752501,23.841442,184220400
2016-03-07,25.597500,25.707500,25.240000,25.467501,23.577597,143315600
2016-03-08,25.195000,25.440001,25.100000,25.257500,23.383173,126247600
2016-03-09,25.327499,25.395000,25.067499,25.280001,23.404005,108806800
2016-03-10,25.352501,25.559999,25.037500,25.292500,23.415581,134054400
2016-03-11,25.559999,25.570000,25.375000,25.565001,23.667860,109632800
2016-03-14,25.477501,25.727501,25.445000,25.629999,23.728035,100304400
2016-03-15,25.990000,26.295000,25.962500,26.145000,24.204817,160270800
2016-03-16,26.152500,26.577499,26.147499,26.492500,24.526527,153214000
2016-03-17,26.379999,26.617500,26.240000,26.450001,24.487185,137682800
2016-03-18,26.584999,26.625000,26.297501,26.480000,24.514957,176820800
2016-03-21,26.482500,26.912500,26.285000,26.477501,24.512640,142010800
2016-03-22,26.312500,26.822500,26.302500,26.680000,24.700115,129777600
2016-03-23,26.620001,26.767500,26.475000,26.532499,24.563559,102814000
2016-03-24,26.367500,26.562500,26.222500,26.417500,24.457094,104532000
2016-03-28,26.500000,26.547501,26.264999,26.297501,24.346003,77645600
2016-03-29,26.222500,26.947500,26.219999,26.920000,24.922304,124760400
2016-03-30,27.162500,27.605000,27.150000,27.389999,25.357426,182404400
2016-03-31,27.430000,27.475000,27.219999,27.247499,25.225498,103553600
2016-04-01,27.195000,27.500000,27.049999,27.497499,25.456945,103496000
2016-04-04,27.605000,28.047501,27.567499,27.780001,25.718489,149424800
2016-04-05,27.377501,27.682501,27.355000,27.452499,25.415285,106314800
2016-04-06,27.557501,27.745001,27.299999,27.740000,25.681446,105616400
2016-04-07,27.487499,27.605000,27.030001,27.135000,25.121349,127207600
2016-04-08,27.227501,27.442499,27.042500,27.165001,25.149122,94326800
2016-04-11,27.242500,27.652500,27.207500,27.254999,25.232445,117630000
2016-04-12,27.334999,27.625000,27.165001,27.610001,25.561104,108929200
2016-04-13,27.700001,28.084999,27.700001,28.010000,25.931416,133029200
2016-04-14,27.905001,28.097500,27.832500,28.025000,25.945305,101895600
2016-04-15,28.027500,28.075001,27.432501,27.462500,25.424541,187756000
2016-04-18,27.222500,27.237499,26.735001,26.870001,24.876017,243286000
2016-04-19,26.969999,27.000000,26.557501,26.727501,24.744091,129539600
2016-04-20,26.660000,27.022499,26.514999,26.782499,24.795012,122444000
2016-04-21,26.732500,26.732500,26.379999,26.492500,24.526527,126210000
2016-04-22,26.252501,26.620001,26.155001,26.420000,24.459410,134732400
2016-04-25,26.250000,26.412500,26.127501,26.270000,24.320541,112126400
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.151583,224064800
2016-04-27,24.000000,24.677500,23.920000,24.455000,22.640230,458408400
2016-04-28,24.402500,24.469999,23.562500,23.707500,21.948198,328970800
2016-04-29,23.497499,23.680000,23.127501,23.434999,21.695921,274126000
2016-05-02,23.492500,23.520000,23.100000,23.410000,21.672777,192640400
2016-05-03,23.549999,23.934999,23.420000,23.795000,22.029209,227325200
2016-05-04,23.799999,23.975000,23.455000,23.547501,21.800070,164102000
2016-05-05,23.500000,23.517500,23.170000,23.309999,21.711582,143562000
2016-05-06,23.342501,23.362499,22.962500,23.180000,21.590502,174799600
2016-05-09,23.250000,23.442499,23.147499,23.197500,21.606808,131745600
2016-05-10,23.332500,23.392500,23.027500,23.355000,21.753504,134747200
2016-05-11,23.370001,23.392500,23.115000,23.127501,21.541603,114876400
2016-05-12,23.180000,23.195000,22.367500,22.584999,21.036301,305258800
2016-05-13,22.500000,22.917500,22.500000,22.629999,21.078217,177571200
2016-05-16,23.097500,23.597500,22.912500,23.469999,21.860615,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.769804,187667600
2016-05-18,23.540001,23.802500,23.472500,23.639999,22.018959,168249600
2016-05-19,23.660000,23.660000,23.392500,23.549999,21.935131,121768400
2016-05-20,23.660000,23.857500,23.629999,23.805000,22.172644,128104000
2016-05-23,23.967501,24.297501,23.917500,24.107500,22.454397,152074400
2016-05-24,24.305000,24.522499,24.209999,24.475000,22.796700,140560800
2016-05-25,24.667500,24.934999,24.527500,24.905001,23.197212,152675200
2016-05-26,24.920000,25.182501,24.660000,25.102501,23.381176,225324800
2016-05-27,24.860001,25.117500,24.812500,25.087500,23.367201,145364800
2016-05-31,24.900000,25.100000,24.705000,24.965000,23.253103,169228800
2016-06-01,24.754999,24.885000,24.582500,24.615000,22.927094,116693200
2016-06-02,24.400000,24.459999,24.157499,24.430000,22.754786,160766400
2016-06-03,24.447500,24.567499,24.362499,24.480000,22.801359,114019600
2016-06-06,24.497499,25.472500,24.387501,24.657499,22.966684,93170000
2016-06-07,24.812500,24.967501,24.740000,24.757500,23.059834,89638000
2016-06-08,24.754999,24.889999,24.670000,24.735001,23.038874,83392400
2016-06-09,24.625000,24.997499,24.615000,24.912500,23.204203,106405600
2016-06-10,24.632500,24.837500,24.620001,24.707500,23.013258,126851600
2016-06-13,24.672501,24.780001,24.275000,24.334999,22.666300,152082000
2016-06-14,24.330000,24.620001,24.187500,24.365000,22.694241,127727600
2016-06-15,24.455000,24.602501,24.257500,24.285000,22.619726,117780800
2016-06-16,24.112499,24.437500,24.017500,24.387501,22.715204,125307200
2016-06-17,24.155001,24.162500,23.825001,23.832500,22.198259,244032800
2016-06-20,24.000000,24.142500,23.757500,23.775000,22.144701,137647600
2016-06-21,23.735001,24.087500,23.670000,23.977501,22.333317,142185600
2016-06-22,24.062500,24.222500,23.837500,23.887501,22.249491,116876400
2016-06-23,23.985001,24.072500,23.812500,24.025000,22.377554,128960800
2016-06-24,23.227501,23.665001,23.162500,23.350000,21.748848,301245600
2016-06-27,23.250000,23.262501,22.875000,23.010000,21.432159,181958400
2016-06-28,23.225000,23.415001,23.035000,23.397499,21.793085,161779600
2016-06-29,23.492500,23.637501,23.407499,23.600000,21.981705,146124000
2016-06-30,23.610001,23.942499,23.575001,23.900000,22.261131,143345600
2016-07-01,23.872499,24.117500,23.832500,23.972500,22.328659,104106000
2016-07-05,23.847500,23.850000,23.615000,23.747499,22.119085,110820800
2016-07-06,23.650000,23.915001,23.592501,23.882500,22.244831,123796400
2016-07-07,23.924999,24.125000,23.905001,23.985001,22.340302,100558400
2016-07-08,24.122499,24.222500,24.012501,24.170000,22.512615,115648400
2016-07-11,24.187500,24.412500,24.182501,24.245001,22.582474,95179600
2016-07-12,24.292500,24.424999,24.280001,24.355000,22.684927,96670000
2016-07-13,24.352501,24.417500,24.209999,24.217501,22.556862,103568800
2016-07-14,24.347500,24.747499,24.330000,24.697500,23.003948,155676000
2016-07-15,24.730000,24.825001,24.625000,24.695000,23.001616,120548000
2016-07-18,24.674999,25.032499,24.650000,24.957500,23.246117,145975600
2016-07-19,24.889999,25.000000,24.834999,24.967501,23.255426,95119600
2016-07-20,25.000000,25.115000,24.934999,24.990000,23.276384,105104000
2016-07-21,24.957500,25.250000,24.782499,24.857500,23.152971,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,22.973669,113254800
2016-07-25,24.562500,24.709999,24.230000,24.334999,22.666300,161531600
2016-07-26,24.205000,24.492500,24.105000,24.167500,22.510284,224959200
2016-07-27,26.067499,26.087500,25.687500,25.737499,23.972630,369379200
2016-07-28,25.707500,26.112499,25.705000,26.084999,24.296297,159479200
2016-07-29,26.047501,26.137501,25.920000,26.052500,24.266031,110934800
2016-08-01,26.102501,26.537500,26.102501,26.512501,24.694485,152671600
2016-08-02,26.512501,26.517500,26.000000,26.120001,24.328903,135266400
2016-08-03,26.202499,26.459999,26.192499,26.447500,24.633942,120810400
2016-08-04,26.395000,26.500000,26.320000,26.467501,24.786119,109634800
2016-08-05,26.567499,26.912500,26.545000,26.870001,25.163052,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.371414,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.474422,105260800
2016-08-10,27.177500,27.225000,26.940001,27.000000,25.284794,96034000
2016-08-11,27.129999,27.232500,26.962500,26.982500,25.268398,109938000
2016-08-12,26.945000,27.110001,26.945000,27.045000,25.326929,74641600
2016-08-15,27.035000,27.385000,27.020000,27.370001,25.631287,103472800
2016-08-16,27.407499,27.557501,27.302500,27.344999,25.607876,135177600
2016-08-17,27.275000,27.342501,27.084999,27.305000,25.570415,101424000
2016-08-18,27.307501,27.400000,27.254999,27.270000,25.537645,87938800
2016-08-19,27.192499,27.422501,27.090000,27.340000,25.603195,101472400
2016-08-22,27.215000,27.275000,26.962500,27.127501,25.404188,103280800
2016-08-23,27.147499,27.330000,27.132500,27.212500,25.483793,85030800
2016-08-24,27.142500,27.187500,26.920000,27.007500,25.291811,94700400
2016-08-25,26.847500,26.969999,26.670000,26.892500,25.184120,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,25.036625,111065200
2016-08-29,26.655001,26.860001,26.572500,26.705000,25.008535,99881200
2016-08-30,26.450001,26.625000,26.375000,26.500000,24.816553,99455600
2016-08-31,26.415001,26.642500,26.410000,26.525000,24.839966,118649600
2016-09-01,26.535000,26.700001,26.405001,26.682501,24.987463,106806000
2016-09-02,26.924999,27.000000,26.705000,26.932501,25.221577,107210000
2016-09-06,26.975000,27.075001,26.877501,26.924999,25.214554,107521600
2016-09-07,26.957500,27.190001,26.767500,27.090000,25.369076,169457200
2016-09-08,26.812500,26.817499,26.309999,26.379999,24.704176,212008000
2016-09-09,26.160000,26.430000,25.782499,25.782499,24.144629,186228000
2016-09-12,25.662500,26.430000,25.632500,26.360001,24.685452,181171200
2016-09-13,26.877501,27.197500,26.809999,26.987499,25.273087,248704800
2016-09-14,27.182501,28.257500,27.150000,27.942499,26.167419,443554800
2016-09-15,28.465000,28.932501,28.372499,28.892500,27.057070,359934400
2016-09-16,28.780001,29.032499,28.510000,28.730000,26.904890,319547600
2016-09-19,28.797501,29.045000,28.312500,28.395000,26.591173,188092000
2016-09-20,28.262501,28.530001,28.127501,28.392500,26.588829,138057200
2016-09-21,28.462500,28.497499,28.110001,28.387501,26.584150,144012800
2016-09-22,28.587500,28.735001,28.500000,28.655001,26.834658,124296000
2016-09-23,28.605000,28.697500,27.887501,28.177500,26.387491,209924800
2016-09-26,27.910000,28.347500,27.887501,28.219999,26.427288,119477600
2016-09-27,28.250000,28.295000,28.084999,28.272499,26.476456,98429600
2016-09-28,28.422501,28.660000,28.357500,28.487499,26.677797,118564400
2016-09-29,28.290001,28.450001,27.950001,28.045000,26.263405,143548000
2016-09-30,28.115000,28.342501,27.950001,28.262501,26.467091,145516400
2016-10-03,28.177500,28.262501,28.070000,28.129999,26.343008,86807200
2016-10-04,28.264999,28.577499,28.157499,28.250000,26.455383,118947200
2016-10-05,28.350000,28.415001,28.172501,28.262501,26.467091,85812400
2016-10-06,28.424999,28.584999,28.282499,28.472500,26.663752,115117200
2016-10-07,28.577499,28.639999,28.377501,28.514999,26.703550,97433600
2016-10-10,28.754999,29.187500,28.680000,29.012501,27.169447,144944000
2016-10-11,29.424999,29.672501,29.049999,29.075001,27.227976,256164000
2016-10-12,29.337500,29.495001,29.187500,29.334999,27.471462,150347200
2016-10-13,29.197500,29.360001,28.930000,29.245001,27.387177,140769600
2016-10-14,29.469999,29.542500,29.282499,29.407499,27.539354,142608800
2016-10-17,29.332500,29.459999,29.195000,29.387501,27.520620,94499600
2016-10-18,29.545000,29.552500,29.362499,29.367500,27.501894,98214000
2016-10-19,29.312500,29.440001,28.450001,29.280001,27.419952,80138400
2016-10-20,29.215000,29.344999,29.082500,29.264999,27.405903,96503200
2016-10-21,29.202499,29.227501,29.070000,29.150000,27.298210,92770800
2016-10-24,29.275000,29.434999,29.250000,29.412500,27.544035,94154800
2016-10-25,29.487499,29.590000,29.327499,29.562500,27.684504,192516000
2016-10-26,28.577499,28.924999,28.327499,28.897499,27.061750,264536800
2016-10-27,28.847500,28.965000,28.525000,28.620001,26.801884,138248000
2016-10-28,28.467501,28.802500,28.362499,28.430000,26.623949,151446800
2016-10-31,28.412500,28.557501,28.299999,28.385000,26.581808,105677600
2016-11-01,28.365000,28.442499,27.632500,27.872499,26.101862,175303200
2016-11-02,27.850000,28.087500,27.807501,27.897499,26.125273,113326800
2016-11-03,27.745001,27.865000,27.387501,27.457500,25.845247,107730400
2016-11-04,27.132500,27.562500,27.027500,27.209999,25.612278,123348000
2016-11-07,27.520000,27.627501,27.365000,27.602501,25.981731,130240000
2016-11-08,27.577499,27.930000,27.424999,27.764999,26.134689,97016800
2016-11-09,27.469999,27.830000,27.012501,27.719999,26.092333,236705600
2016-11-10,27.772499,27.772499,26.457500,26.947500,25.365191,228538000
2016-11-11,26.780001,27.217501,26.637501,27.107500,25.515795,136575600
2016-11-14,26.927500,26.952499,26.020000,26.427500,24.875723,204702000
2016-11-15,26.642500,26.920000,26.540001,26.777500,25.205175,129058000
2016-11-16,26.674999,27.557501,26.650000,27.497499,25.882895,235362000
2016-11-17,27.452499,27.587500,27.207500,27.487499,25.873486,110528000
2016-11-18,27.430000,27.635000,27.415001,27.514999,25.899366,113715600
2016-11-21,27.530001,27.997499,27.502501,27.932501,26.292360,117058400
2016-11-22,27.987499,28.105000,27.850000,27.950001,26.308830,103862000
2016-11-23,27.840000,27.877501,27.582500,27.807501,26.174696,109705600
2016-11-25,27.782499,27.967501,27.737499,27.947500,26.306473,45903600
2016-11-28,27.857500,28.117500,27.847500,27.892500,26.254704,108776000
2016-11-29,27.695000,28.007500,27.517500,27.865000,26.228819,114115200
2016-11-30,27.900000,28.049999,27.567499,27.629999,26.007614,144649200
2016-12-01,27.592501,27.735001,27.257500,27.372499,25.765238,148347600
2016-12-02,27.292500,27.522499,27.212500,27.475000,25.861717,106112000
2016-12-05,27.500000,27.507500,27.062500,27.277500,25.675819,137298000
2016-12-06,27.375000,27.590000,27.297501,27.487499,25.873486,104782000
2016-12-07,27.315001,27.797501,27.290001,27.757500,26.127628,119994800
2016-12-08,27.715000,28.107500,27.650000,28.030001,26.384130,108273200
2016-12-09,28.077499,28.674999,28.077499,28.487499,26.814760,137610400
2016-12-12,28.322500,28.750000,28.122499,28.325001,26.661810,105497600
2016-12-13,28.459999,28.980000,28.437500,28.797501,27.106564,174935200
2016-12-14,28.760000,29.049999,28.745001,28.797501,27.106564,136127200
2016-12-15,28.844999,29.182501,28.807501,28.955000,27.254814,186098000
2016-12-16,29.117500,29.125000,28.912500,28.992500,27.290115,177404400
2016-12-19,28.950001,29.344999,28.937500,29.160000,27.447781,111117600
2016-12-20,29.184999,29.375000,29.170000,29.237499,27.520723,85700000
2016-12-21,29.200001,29.350000,29.195000,29.264999,27.546618,95132800
2016-12-22,29.087500,29.127501,28.910000,29.072500,27.365423,104343600
2016-12-23,28.897499,29.129999,28.897499,29.129999,27.419538,56998000
2016-12-27,29.129999,29.450001,29.122499,29.315001,27.593676,73187600
2016-12-28,29.379999,29.504999,29.049999,29.190001,27.476015,83623600
2016-12-29,29.112499,29.277500,29.100000,29.182501,27.468958,60158000
2016-12-30,29.162500,29.299999,28.857500,28.955000,27.254814,122345200
2017-01-03,28.950001,29.082500,28.690001,29.037500,27.332470,115127600
2017-01-04,28.962500,29.127501,28.937500,29.004999,27.301882,84472400
2017-01-05,28.980000,29.215000,28.952499,29.152500,27.440718,88774400
2017-01-06,29.195000,29.540001,29.117500,29.477501,27.746637,127007600
2017-01-09,29.487499,29.857500,29.485001,29.747499,28.000782,134247600
2017-01-10,29.692499,29.844999,29.575001,29.777500,28.029018,97848400
2017-01-11,29.684999,29.982500,29.650000,29.937500,28.179625,110354400
2017-01-12,29.725000,29.825001,29.552500,29.812500,28.061964,108344800
2017-01-13,29.777500,29.905001,29.702499,29.760000,28.012547,104447600
2017-01-17,29.584999,30.059999,29.555000,30.000000,28.238451,137759200
2017-01-18,30.000000,30.125000,29.927500,29.997499,28.236103,94852000
2017-01-19,29.850000,30.022499,29.842501,29.945000,28.186684,102389200
2017-01-20,30.112499,30.112499,29.932501,30.000000,28.238451,130391600
2017-01-23,30.000000,30.202499,29.942499,30.020000,28.257280,88200800
2017-01-24,29.887501,30.025000,29.875000,29.992500,28.231400,92844000
2017-01-25,30.105000,30.525000,30.070000,30.469999,28.680855,129510400
2017-01-26,30.417500,30.610001,30.400000,30.485001,28.694977,105350400
2017-01-27,30.535000,30.587500,30.400000,30.487499,28.697330,82251600
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.622025,121510000
2017-01-31,30.287500,30.347500,30.155001,30.337500,28.556135,196804000
2017-02-01,31.757500,32.622501,31.752501,32.187500,30.297506,447940000
2017-02-02,31.995001,32.347500,31.945000,32.132500,30.245735,134841600
2017-02-03,32.077499,32.297501,32.040001,32.270000,30.375166,98029200
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.659903,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,30.951700,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.071712,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.296240,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.225336,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.501852,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,31.910725,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,32.026531,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,31.988718,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.076160,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.307770,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.404678,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.267590,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.298317,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.362133,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.376312,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,33.038063,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,32.841900,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,33.035698,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,32.931713,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,32.974258,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,32.851357,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.775723,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,32.884441,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,32.898621,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,32.849003,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.196419,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.250771,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.085335,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.432755,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.049889,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.423306,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.305134,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.238964,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.295685,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,33.985786,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.061417,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,34.016518,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,33.952709,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,33.962154,79942800
2017-04-04,35.812500,36.222500,35.792500,36.192501,34.215042,79565600
2017-04-05,36.055000,36.365002,35.952499,36.005001,34.037792,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,33.952709,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,33.877079,66688800
2017-04-10,35.900002,35.970001,35.724998,35.792500,33.836899,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.472935,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.513119,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.335850,71291600
2017-04-17,35.369999,35.470001,35.217499,35.457500,33.520199,66328400
2017-04-18,35.352501,35.509998,35.277500,35.299999,33.371307,58790000
2017-04-19,35.470001,35.500000,35.112499,35.169998,33.248402,69313600
2017-04-20,35.305000,35.730000,35.290001,35.610001,33.664375,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.624187,69283600
2017-04-24,35.875000,35.987499,35.794998,35.910000,33.947975,68537200
2017-04-25,35.977501,36.224998,35.967499,36.132500,34.158321,75486000
2017-04-26,36.117500,36.150002,35.845001,35.919998,33.957432,80164800
2017-04-27,35.980000,36.040001,35.827499,35.947498,33.983429,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,33.950340,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645000,34.642818,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,34.862621,181408800
